 -1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.95995996e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.91991992e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.87987988e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.83983984e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.79979980e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.75975976e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.71971972e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.67967968e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.63963964e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.59959960e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.55955956e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.51951952e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.47947948e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.43943944e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.39939940e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.35935936e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.31931932e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.27927928e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.23923924e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.19919920e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.15915916e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.11911912e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.07907908e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -9.03903904e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.99899900e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.95895896e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.91891892e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.87887888e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.83883884e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.79879880e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.75875876e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.71871872e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.67867868e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.63863864e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.59859860e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.55855856e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.51851852e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.47847848e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.43843844e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.39839840e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.35835836e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.31831832e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.27827828e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.23823824e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.19819820e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.15815816e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.11811812e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.07807808e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -8.03803804e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.99799800e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.95795796e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.91791792e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.87787788e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.83783784e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.79779780e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.75775776e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.71771772e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.67767768e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.63763764e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.59759760e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.55755756e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.51751752e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.47747748e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.43743744e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.39739740e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.35735736e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.31731732e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.27727728e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.23723724e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.19719720e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.15715716e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.11711712e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.07707708e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -7.03703704e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -6.99699700e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -6.95695696e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 -6.91691692e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
